thisRowDuration,keyResponse,keyResponseCorrect,letter,nBackType,reactionTime,participant,session,date
90.9369977000024,,1.0,I,1.0,,304,silence,2023-11-16_20h39.24.169
93.0350516000035,,1.0,R,1.0,,304,silence,2023-11-16_20h39.24.169
95.13347400000202,['space'],1.0,R,1.0,0.4782113999972353,304,silence,2023-11-16_20h39.24.169
97.2314105000114,,1.0,G,1.0,,304,silence,2023-11-16_20h39.24.169
99.3300070000114,['space'],1.0,G,1.0,0.43739540000387933,304,silence,2023-11-16_20h39.24.169
101.42818020000414,,1.0,Q,1.0,,304,silence,2023-11-16_20h39.24.169
103.52641710000172,,1.0,B,1.0,,304,silence,2023-11-16_20h39.24.169
105.62453780000214,,1.0,X,1.0,,304,silence,2023-11-16_20h39.24.169
108.955326100011,,1.0,X,1.0,,304,silence,2023-11-16_20h39.24.169
111.05348650000816,['space'],1.0,X,1.0,0.5794866999931401,304,silence,2023-11-16_20h39.24.169
113.15198580001017,,1.0,V,1.0,,304,silence,2023-11-16_20h39.24.169
115.25022070000703,['space'],1.0,V,1.0,0.4219481000036467,304,silence,2023-11-16_20h39.24.169
117.34850340000412,,1.0,W,1.0,,304,silence,2023-11-16_20h39.24.169
119.44655000000785,,1.0,Y,1.0,,304,silence,2023-11-16_20h39.24.169
121.54503269999988,['space'],1.0,Y,1.0,0.4698047999991104,304,silence,2023-11-16_20h39.24.169
123.64338320000388,,1.0,H,1.0,,304,silence,2023-11-16_20h39.24.169
125.74145810000482,['space'],1.0,H,1.0,0.46267260001332033,304,silence,2023-11-16_20h39.24.169
127.83964020000712,,1.0,Q,1.0,,304,silence,2023-11-16_20h39.24.169
129.93798080000852,,1.0,S,1.0,,304,silence,2023-11-16_20h39.24.169
132.03626740000618,,1.0,I,1.0,,304,silence,2023-11-16_20h39.24.169
135.816593800002,,1.0,G,2.0,,304,silence,2023-11-16_20h39.24.169
137.91473530000076,,1.0,O,2.0,,304,silence,2023-11-16_20h39.24.169
140.01329720001377,['space'],1.0,G,2.0,0.4743717000092147,304,silence,2023-11-16_20h39.24.169
142.11115860000427,,1.0,A,2.0,,304,silence,2023-11-16_20h39.24.169
144.20964749999985,,1.0,R,2.0,,304,silence,2023-11-16_20h39.24.169
146.3079093000124,,1.0,S,2.0,,304,silence,2023-11-16_20h39.24.169
148.40627560000576,,1.0,X,2.0,,304,silence,2023-11-16_20h39.24.169
150.50454730000638,['space'],1.0,S,2.0,0.5652258999907644,304,silence,2023-11-16_20h39.24.169
152.60284530000354,['space'],1.0,X,2.0,0.6869742999988375,304,silence,2023-11-16_20h39.24.169
154.7011113000044,,1.0,H,2.0,,304,silence,2023-11-16_20h39.24.169
156.79921410001407,,1.0,A,2.0,,304,silence,2023-11-16_20h39.24.169
158.89751520000573,,1.0,A,2.0,,304,silence,2023-11-16_20h39.24.169
161.8950448000105,,1.0,N,2.0,,304,silence,2023-11-16_20h39.24.169
163.99325580000004,,1.0,C,2.0,,304,silence,2023-11-16_20h39.24.169
166.09151840000413,,1.0,L,2.0,,304,silence,2023-11-16_20h39.24.169
168.1898060000094,,1.0,B,2.0,,304,silence,2023-11-16_20h39.24.169
170.2881599000102,,1.0,A,2.0,,304,silence,2023-11-16_20h39.24.169
172.38655870000366,,1.0,T,2.0,,304,silence,2023-11-16_20h39.24.169
174.4846882000129,['space'],1.0,A,2.0,0.6601969999901485,304,silence,2023-11-16_20h39.24.169
176.58316280000145,['space'],1.0,T,2.0,0.43464819999644533,304,silence,2023-11-16_20h39.24.169
178.68142590000934,,1.0,Y,2.0,,304,silence,2023-11-16_20h39.24.169
180.77952120000555,['space'],1.0,T,2.0,0.42618590001075063,304,silence,2023-11-16_20h39.24.169
182.87781990000803,['space'],1.0,Y,2.0,0.38923599998815916,304,silence,2023-11-16_20h39.24.169
184.97620380000444,,1.0,N,2.0,,304,silence,2023-11-16_20h39.24.169
188.20710400000095,,1.0,G,2.0,,304,silence,2023-11-16_20h39.24.169
190.30509840000013,,1.0,W,2.0,,304,silence,2023-11-16_20h39.24.169
192.40329400000337,['space'],1.0,G,2.0,0.45247220000601374,304,silence,2023-11-16_20h39.24.169
194.5016217000084,['space'],1.0,W,2.0,0.4305361000006087,304,silence,2023-11-16_20h39.24.169
196.599792500012,,1.0,I,2.0,,304,silence,2023-11-16_20h39.24.169
198.69834550000087,['space'],1.0,W,2.0,0.5504740000033053,304,silence,2023-11-16_20h39.24.169
200.79646900000807,['space'],1.0,I,2.0,0.422655999995186,304,silence,2023-11-16_20h39.24.169
202.8946122000052,['space'],0.0,N,2.0,0.48040749999927357,304,silence,2023-11-16_20h39.24.169
204.9929584000056,,1.0,V,2.0,,304,silence,2023-11-16_20h39.24.169
207.09120820001408,['space'],1.0,N,2.0,0.7459577000117861,304,silence,2023-11-16_20h39.24.169
209.1895186000038,,1.0,X,2.0,,304,silence,2023-11-16_20h39.24.169
211.2879675000004,['space'],1.0,N,2.0,0.533304099997622,304,silence,2023-11-16_20h39.24.169
14.702644899999996,,1.0,X,2.0,,301,pink,2023-11-15_16h57.58.156
16.79979419999995,,1.0,T,2.0,,301,pink,2023-11-15_16h57.58.156
18.89815759999999,['space'],1.0,X,2.0,0.5095421999999417,301,pink,2023-11-15_16h57.58.156
20.996366500000025,,1.0,R,2.0,,301,pink,2023-11-15_16h57.58.156
23.09461669999996,['space'],1.0,X,2.0,0.662567000000081,301,pink,2023-11-15_16h57.58.156
25.192860699999983,,1.0,Z,2.0,,301,pink,2023-11-15_16h57.58.156
27.290838099999974,['space'],1.0,X,2.0,0.6489503000000241,301,pink,2023-11-15_16h57.58.156
29.389459200000037,,1.0,V,2.0,,301,pink,2023-11-15_16h57.58.156
31.487670200000025,,1.0,Z,2.0,,301,pink,2023-11-15_16h57.58.156
33.586269300000026,,1.0,O,2.0,,301,pink,2023-11-15_16h57.58.156
35.68417409999995,,1.0,P,2.0,,301,pink,2023-11-15_16h57.58.156
37.78261029999999,['space'],1.0,O,2.0,0.5186100999999326,301,pink,2023-11-15_16h57.58.156
42.04558429999997,,1.0,E,2.0,,301,pink,2023-11-15_16h57.58.156
44.14410899999996,,1.0,O,2.0,,301,pink,2023-11-15_16h57.58.156
46.24233419999996,['space'],1.0,E,2.0,1.0248953999999912,301,pink,2023-11-15_16h57.58.156
48.34059119999995,,1.0,U,2.0,,301,pink,2023-11-15_16h57.58.156
50.438935000000015,['space'],1.0,E,2.0,0.4415783999999121,301,pink,2023-11-15_16h57.58.156
52.53698789999999,,1.0,D,2.0,,301,pink,2023-11-15_16h57.58.156
54.63524970000003,['space'],1.0,E,2.0,0.6812102000000095,301,pink,2023-11-15_16h57.58.156
56.73367399999995,,1.0,C,2.0,,301,pink,2023-11-15_16h57.58.156
58.83179800000005,,1.0,J,2.0,,301,pink,2023-11-15_16h57.58.156
60.93017210000005,,1.0,Y,2.0,,301,pink,2023-11-15_16h57.58.156
63.02854400000001,['space'],1.0,J,2.0,0.6818739999999934,301,pink,2023-11-15_16h57.58.156
65.12680869999997,,0.0,Y,2.0,,301,pink,2023-11-15_16h57.58.156
69.73968149999996,,1.0,E,1.0,,301,pink,2023-11-15_16h57.58.156
71.83802969999999,['space'],1.0,E,1.0,0.54618030000006,301,pink,2023-11-15_16h57.58.156
73.9361447,,1.0,O,1.0,,301,pink,2023-11-15_16h57.58.156
76.03439390000005,,1.0,N,1.0,,301,pink,2023-11-15_16h57.58.156
78.1328873,,1.0,W,1.0,,301,pink,2023-11-15_16h57.58.156
80.23098660000005,,1.0,S,1.0,,301,pink,2023-11-15_16h57.58.156
82.32929239999999,['space'],1.0,S,1.0,0.580509099999972,301,pink,2023-11-15_16h57.58.156
84.42735789999995,,1.0,A,1.0,,301,pink,2023-11-15_16h57.58.156
86.52569110000002,,1.0,L,1.0,,301,pink,2023-11-15_16h57.58.156
88.62437780000005,['space'],1.0,L,1.0,0.47726109999996424,301,pink,2023-11-15_16h57.58.156
90.72246670000004,['space'],1.0,L,1.0,0.5367999000000054,301,pink,2023-11-15_16h57.58.156
92.82093310000003,['space'],1.0,L,1.0,0.452117899999962,301,pink,2023-11-15_16h57.58.156
100.4808504,,1.0,Y,2.0,,301,pink,2023-11-15_16h57.58.156
102.58111399999996,,1.0,X,2.0,,301,pink,2023-11-15_16h57.58.156
104.6775738,,1.0,A,2.0,,301,pink,2023-11-15_16h57.58.156
106.77579300000002,['space'],1.0,X,2.0,0.46435040000005756,301,pink,2023-11-15_16h57.58.156
108.8740732,['space'],1.0,A,2.0,0.7064400000000433,301,pink,2023-11-15_16h57.58.156
110.97238000000004,,1.0,R,2.0,,301,pink,2023-11-15_16h57.58.156
113.07061069999996,,1.0,R,2.0,,301,pink,2023-11-15_16h57.58.156
115.16899220000003,['space'],1.0,R,2.0,0.4948402999999644,301,pink,2023-11-15_16h57.58.156
117.26735069999997,,1.0,X,2.0,,301,pink,2023-11-15_16h57.58.156
119.36549590000004,['space'],1.0,R,2.0,0.7377195999999913,301,pink,2023-11-15_16h57.58.156
121.4637616,,1.0,F,2.0,,301,pink,2023-11-15_16h57.58.156
123.5621314,['space'],1.0,R,2.0,0.5506851999999753,301,pink,2023-11-15_16h57.58.156
127.7086081,,1.0,L,1.0,,301,pink,2023-11-15_16h57.58.156
129.80682390000004,['space'],1.0,L,1.0,0.4680875000000242,301,pink,2023-11-15_16h57.58.156
131.90510500000005,,1.0,B,1.0,,301,pink,2023-11-15_16h57.58.156
134.0034849,['space'],1.0,B,1.0,0.40910759999997026,301,pink,2023-11-15_16h57.58.156
136.10169359999998,,1.0,P,1.0,,301,pink,2023-11-15_16h57.58.156
138.19990110000003,['space'],1.0,P,1.0,0.4494027000000642,301,pink,2023-11-15_16h57.58.156
140.2983858,,1.0,R,1.0,,301,pink,2023-11-15_16h57.58.156
