thisRow.t,key_resp_2.keys,key_resp_2.corr,letter.routineEndVal,type.routineEndVal,key_resp_2.rt,participant,session,date
194.85035249999785,None,1.0,H,2.0,,104,brown,2023-11-07_13h23.30.456
196.9347602499911,['space'],1.0,R,2.0,[0.44553479200112633],104,brown,2023-11-07_13h23.30.456
199.0172899999889,None,1.0,K,2.0,,104,brown,2023-11-07_13h23.30.456
201.1085518329928,None,1.0,X,2.0,,104,brown,2023-11-07_13h23.30.456
203.20027462499272,None,1.0,W,2.0,,104,brown,2023-11-07_13h23.30.456
205.28399412499857,None,1.0,M,2.0,,104,brown,2023-11-07_13h23.30.456
207.3768737079954,None,1.0,P,2.0,,104,brown,2023-11-07_13h23.30.456
209.45559970798783,['space'],0.0,W,2.0,[0.6714722089964198],104,brown,2023-11-07_13h23.30.456
211.5424286669877,None,1.0,Y,2.0,,104,brown,2023-11-07_13h23.30.456
213.63392270798795,None,1.0,J,2.0,,104,brown,2023-11-07_13h23.30.456
11.661303375003628,None,1.0,T,2.0,,105,brown,2023-11-07_13h47.45.536
13.75236029100779,None,1.0,M,2.0,,105,brown,2023-11-07_13h47.45.536
15.836697582999475,['space'],1.0,T,2.0,[0.7306324999954086],105,brown,2023-11-07_13h47.45.536
17.92391579100513,None,1.0,S,2.0,,105,brown,2023-11-07_13h47.45.536
20.034056375006912,None,1.0,C,2.0,,105,brown,2023-11-07_13h47.45.536
22.117353541005286,None,1.0,I,2.0,,105,brown,2023-11-07_13h47.45.536
24.186240499999258,None,1.0,R,2.0,,105,brown,2023-11-07_13h47.45.536
26.270033916007375,['space'],1.0,I,2.0,[0.5311123749997932],105,brown,2023-11-07_13h47.45.536
28.358273999998342,['space'],1.0,R,2.0,[0.5392678329953924],105,brown,2023-11-07_13h47.45.536
30.452259666009923,None,1.0,Q,2.0,,105,brown,2023-11-07_13h47.45.536
32.54119258299761,['space'],1.0,R,2.0,[0.45523483300348744],105,brown,2023-11-07_13h47.45.536
34.62756362500659,None,1.0,G,2.0,,105,brown,2023-11-07_13h47.45.536
38.32290358300088,None,1.0,R,1.0,,105,brown,2023-11-07_13h47.45.536
40.41915433300892,None,1.0,X,1.0,,105,brown,2023-11-07_13h47.45.536
42.49947075000091,None,1.0,T,1.0,,105,brown,2023-11-07_13h47.45.536
44.58499562500219,None,1.0,B,1.0,,105,brown,2023-11-07_13h47.45.536
46.66649725000025,None,1.0,I,1.0,,105,brown,2023-11-07_13h47.45.536
48.75225879100617,None,1.0,N,1.0,,105,brown,2023-11-07_13h47.45.536
50.838909666010295,['space'],1.0,N,1.0,[0.8884184999915306],105,brown,2023-11-07_13h47.45.536
52.927201750004315,None,1.0,G,1.0,,105,brown,2023-11-07_13h47.45.536
55.01614595799765,None,1.0,X,1.0,,105,brown,2023-11-07_13h47.45.536
57.103093208002974,None,1.0,Z,1.0,,105,brown,2023-11-07_13h47.45.536
59.19227108301129,None,1.0,B,1.0,,105,brown,2023-11-07_13h47.45.536
61.27419224999903,None,1.0,C,1.0,,105,brown,2023-11-07_13h47.45.536
65.12624545799918,None,1.0,U,1.0,,105,brown,2023-11-07_13h47.45.536
67.20780341600766,None,1.0,G,1.0,,105,brown,2023-11-07_13h47.45.536
69.29275920800865,None,1.0,O,1.0,,105,brown,2023-11-07_13h47.45.536
71.37420175000443,None,1.0,N,1.0,,105,brown,2023-11-07_13h47.45.536
73.46938258300361,None,1.0,L,1.0,,105,brown,2023-11-07_13h47.45.536
75.54963383299764,None,1.0,S,1.0,,105,brown,2023-11-07_13h47.45.536
77.64224887501041,None,1.0,M,1.0,,105,brown,2023-11-07_13h47.45.536
79.7245868750033,None,1.0,U,1.0,,105,brown,2023-11-07_13h47.45.536
81.81379645800916,None,1.0,K,1.0,,105,brown,2023-11-07_13h47.45.536
83.89798275000066,None,1.0,M,1.0,,105,brown,2023-11-07_13h47.45.536
85.98667325000861,None,1.0,Z,1.0,,105,brown,2023-11-07_13h47.45.536
88.06934258301044,['space'],1.0,Z,1.0,[0.700165541988099],105,brown,2023-11-07_13h47.45.536
93.77780087500288,None,1.0,N,2.0,,105,brown,2023-11-07_13h47.45.536
95.87581270800727,None,1.0,J,2.0,,105,brown,2023-11-07_13h47.45.536
97.95909520800342,None,1.0,A,2.0,,105,brown,2023-11-07_13h47.45.536
100.0264287910104,None,1.0,Y,2.0,,105,brown,2023-11-07_13h47.45.536
102.11110058300255,None,1.0,D,2.0,,105,brown,2023-11-07_13h47.45.536
104.19729587499752,None,1.0,K,2.0,,105,brown,2023-11-07_13h47.45.536
106.2923565000092,None,1.0,O,2.0,,105,brown,2023-11-07_13h47.45.536
108.369988749997,None,1.0,W,2.0,,105,brown,2023-11-07_13h47.45.536
110.45936637499835,None,1.0,V,2.0,,105,brown,2023-11-07_13h47.45.536
112.55677495800774,None,1.0,E,2.0,,105,brown,2023-11-07_13h47.45.536
114.64652999999817,['space'],0.0,W,2.0,[0.7622285420075059],105,brown,2023-11-07_13h47.45.536
116.72978237499774,None,1.0,P,2.0,,105,brown,2023-11-07_13h47.45.536
120.65866904100405,None,1.0,P,2.0,,105,brown,2023-11-07_13h47.45.536
122.77163033300894,None,1.0,F,2.0,,105,brown,2023-11-07_13h47.45.536
124.83975687500788,None,1.0,J,2.0,,105,brown,2023-11-07_13h47.45.536
126.92893541599916,None,1.0,U,2.0,,105,brown,2023-11-07_13h47.45.536
129.0122593749984,None,1.0,I,2.0,,105,brown,2023-11-07_13h47.45.536
131.09552724999958,None,1.0,J,2.0,,105,brown,2023-11-07_13h47.45.536
133.18572070800292,None,1.0,X,2.0,,105,brown,2023-11-07_13h47.45.536
135.2789416660089,None,1.0,V,2.0,,105,brown,2023-11-07_13h47.45.536
137.3618953749974,None,1.0,Y,2.0,,105,brown,2023-11-07_13h47.45.536
139.4430908330105,None,1.0,Y,2.0,,105,brown,2023-11-07_13h47.45.536
141.53824408299988,None,1.0,F,2.0,,105,brown,2023-11-07_13h47.45.536
143.61923720799678,None,1.0,H,2.0,,105,brown,2023-11-07_13h47.45.536
147.47090283301077,None,1.0,H,2.0,,105,brown,2023-11-07_13h47.45.536
149.55411916600133,None,1.0,G,2.0,,105,brown,2023-11-07_13h47.45.536
151.64652054100588,None,1.0,U,2.0,,105,brown,2023-11-07_13h47.45.536
153.73005041600845,None,1.0,U,2.0,,105,brown,2023-11-07_13h47.45.536
155.82034375000512,None,1.0,T,2.0,,105,brown,2023-11-07_13h47.45.536
157.90354937499797,None,1.0,B,2.0,,105,brown,2023-11-07_13h47.45.536
159.98632483300753,None,1.0,F,2.0,,105,brown,2023-11-07_13h47.45.536
162.0703385000088,None,1.0,A,2.0,,105,brown,2023-11-07_13h47.45.536
164.15358970800298,None,1.0,W,2.0,,105,brown,2023-11-07_13h47.45.536
166.23689316600212,None,1.0,G,2.0,,105,brown,2023-11-07_13h47.45.536
168.31961220799712,None,1.0,E,2.0,,105,brown,2023-11-07_13h47.45.536
170.41320787499717,None,1.0,D,2.0,,105,brown,2023-11-07_13h47.45.536
173.79785395800718,None,1.0,Z,1.0,,105,brown,2023-11-07_13h47.45.536
175.8925345000025,None,1.0,N,1.0,,105,brown,2023-11-07_13h47.45.536
177.97821791601018,None,1.0,E,1.0,,105,brown,2023-11-07_13h47.45.536
180.07021716600866,None,1.0,F,1.0,,105,brown,2023-11-07_13h47.45.536
182.1564688750077,None,1.0,P,1.0,,105,brown,2023-11-07_13h47.45.536
184.2413727079984,None,1.0,Z,1.0,,105,brown,2023-11-07_13h47.45.536
186.32664062500407,['space'],1.0,Z,1.0,[0.6251406669907738],105,brown,2023-11-07_13h47.45.536
188.42061833300977,None,1.0,M,1.0,,105,brown,2023-11-07_13h47.45.536
190.51339566599927,None,1.0,N,1.0,,105,brown,2023-11-07_13h47.45.536
192.5953837910056,None,1.0,O,1.0,,105,brown,2023-11-07_13h47.45.536
194.68840566600556,None,1.0,Y,1.0,,105,brown,2023-11-07_13h47.45.536
196.77173804100312,['space'],1.0,Y,1.0,[0.5508564579940867],105,brown,2023-11-07_13h47.45.536
200.53318329100148,None,1.0,C,1.0,,105,brown,2023-11-07_13h47.45.536
202.6146703330014,None,1.0,P,1.0,,105,brown,2023-11-07_13h47.45.536
204.70496408300824,None,1.0,F,1.0,,105,brown,2023-11-07_13h47.45.536
206.78707112499976,None,1.0,D,1.0,,105,brown,2023-11-07_13h47.45.536
208.8800883750082,None,1.0,Z,1.0,,105,brown,2023-11-07_13h47.45.536
210.96193616600067,None,1.0,V,1.0,,105,brown,2023-11-07_13h47.45.536
213.05510024999967,None,1.0,B,1.0,,105,brown,2023-11-07_13h47.45.536
215.13726204101113,None,1.0,C,1.0,,105,brown,2023-11-07_13h47.45.536
217.220485791011,None,1.0,A,1.0,,105,brown,2023-11-07_13h47.45.536
219.31190966600843,None,1.0,E,1.0,,105,brown,2023-11-07_13h47.45.536
221.40501875001064,None,1.0,R,1.0,,105,brown,2023-11-07_13h47.45.536
223.48355725000147,None,1.0,W,1.0,,105,brown,2023-11-07_13h47.45.536
1.1535458330035908,None,1.0,K,2.0,,103,brown,2023-11-05_20h14.27.259
3.2485037920050672,None,1.0,M,2.0,,103,brown,2023-11-05_20h14.27.259
5.31659337500605,None,1.0,N,2.0,,103,brown,2023-11-05_20h14.27.259
7.400009208002302,None,1.0,F,2.0,,103,brown,2023-11-05_20h14.27.259
9.489905417001864,['space'],1.0,N,2.0,[1.1708545000001322],103,brown,2023-11-05_20h14.27.259
11.573199750004278,['space'],1.0,F,2.0,[0.8039997090018005],103,brown,2023-11-05_20h14.27.259
13.658398083003704,None,1.0,I,2.0,,103,brown,2023-11-05_20h14.27.259
15.742883375001838,['space'],1.0,F,2.0,[1.2108257090003463],103,brown,2023-11-05_20h14.27.259
17.828216042005806,None,1.0,L,2.0,,103,brown,2023-11-05_20h14.27.259
19.936085332999937,None,1.0,Z,2.0,,103,brown,2023-11-05_20h14.27.259
22.010758667005575,None,0.0,L,2.0,,103,brown,2023-11-05_20h14.27.259
24.097049875002995,['space'],1.0,Z,2.0,[1.1250857499981066],103,brown,2023-11-05_20h14.27.259
26.867704458003573,None,1.0,L,1.0,,103,brown,2023-11-05_20h14.27.259
28.958619249999177,None,1.0,A,1.0,,103,brown,2023-11-05_20h14.27.259
31.04549741700612,None,1.0,Q,1.0,,103,brown,2023-11-05_20h14.27.259
33.128815957999905,None,1.0,O,1.0,,103,brown,2023-11-05_20h14.27.259
35.21681812500174,None,1.0,T,1.0,,103,brown,2023-11-05_20h14.27.259
37.300165083004686,None,1.0,W,1.0,,103,brown,2023-11-05_20h14.27.259
39.38360662500054,None,1.0,E,1.0,,103,brown,2023-11-05_20h14.27.259
41.47217387500132,None,1.0,M,1.0,,103,brown,2023-11-05_20h14.27.259
43.5558864170016,None,1.0,Q,1.0,,103,brown,2023-11-05_20h14.27.259
45.64021329200477,None,1.0,P,1.0,,103,brown,2023-11-05_20h14.27.259
47.734734875004506,None,1.0,M,1.0,,103,brown,2023-11-05_20h14.27.259
49.817939874999865,None,1.0,K,1.0,,103,brown,2023-11-05_20h14.27.259
52.44598670800042,None,1.0,Z,1.0,,103,brown,2023-11-05_20h14.27.259
54.5262967919989,None,1.0,A,1.0,,103,brown,2023-11-05_20h14.27.259
56.613794667006005,None,1.0,F,1.0,,103,brown,2023-11-05_20h14.27.259
58.71516891700594,None,1.0,G,1.0,,103,brown,2023-11-05_20h14.27.259
60.78047745799995,None,1.0,N,1.0,,103,brown,2023-11-05_20h14.27.259
62.863759833002405,None,1.0,I,1.0,,103,brown,2023-11-05_20h14.27.259
64.9508093330005,None,1.0,H,1.0,,103,brown,2023-11-05_20h14.27.259
67.03464333300508,None,1.0,G,1.0,,103,brown,2023-11-05_20h14.27.259
69.11843916700309,None,1.0,I,1.0,,103,brown,2023-11-05_20h14.27.259
71.20614179200493,None,1.0,V,1.0,,103,brown,2023-11-05_20h14.27.259
73.30057300000044,None,1.0,Z,1.0,,103,brown,2023-11-05_20h14.27.259
75.38570220800466,None,1.0,D,1.0,,103,brown,2023-11-05_20h14.27.259
78.05281749999995,None,1.0,F,1.0,,103,brown,2023-11-05_20h14.27.259
80.12745095800346,None,1.0,V,1.0,,103,brown,2023-11-05_20h14.27.259
82.21080637500563,None,1.0,J,1.0,,103,brown,2023-11-05_20h14.27.259
84.30443070800538,None,1.0,B,1.0,,103,brown,2023-11-05_20h14.27.259
86.39414387500437,None,1.0,E,1.0,,103,brown,2023-11-05_20h14.27.259
88.47621037500357,None,1.0,P,1.0,,103,brown,2023-11-05_20h14.27.259
90.5680207080004,None,1.0,J,1.0,,103,brown,2023-11-05_20h14.27.259
92.66963045800368,None,1.0,S,1.0,,103,brown,2023-11-05_20h14.27.259
94.74412504200154,None,1.0,W,1.0,,103,brown,2023-11-05_20h14.27.259
96.82124104200192,None,1.0,H,1.0,,103,brown,2023-11-05_20h14.27.259
98.91083050000452,None,1.0,Y,1.0,,103,brown,2023-11-05_20h14.27.259
100.99876595800016,None,1.0,R,1.0,,103,brown,2023-11-05_20h14.27.259
103.5380846670014,None,1.0,Q,1.0,,103,brown,2023-11-05_20h14.27.259
105.61796479199984,None,1.0,G,1.0,,103,brown,2023-11-05_20h14.27.259
107.71500604200264,None,1.0,R,1.0,,103,brown,2023-11-05_20h14.27.259
109.79842454200116,None,1.0,T,1.0,,103,brown,2023-11-05_20h14.27.259
111.87595525000506,None,1.0,B,1.0,,103,brown,2023-11-05_20h14.27.259
113.96607212500383,None,1.0,X,1.0,,103,brown,2023-11-05_20h14.27.259
116.05139254200184,None,1.0,D,1.0,,103,brown,2023-11-05_20h14.27.259
118.14282737499887,None,1.0,T,1.0,,103,brown,2023-11-05_20h14.27.259
120.226366875002,None,1.0,R,1.0,,103,brown,2023-11-05_20h14.27.259
122.32268933299927,None,1.0,B,1.0,,103,brown,2023-11-05_20h14.27.259
124.41500654200354,['space'],1.0,B,1.0,[0.6589028330054134],103,brown,2023-11-05_20h14.27.259
126.49766108300535,None,1.0,G,1.0,,103,brown,2023-11-05_20h14.27.259
129.0539128330056,None,1.0,M,2.0,,103,brown,2023-11-05_20h14.27.259
131.13420274999953,None,1.0,G,2.0,,103,brown,2023-11-05_20h14.27.259
133.22223691700492,None,1.0,S,2.0,,103,brown,2023-11-05_20h14.27.259
135.30553983300342,None,1.0,X,2.0,,103,brown,2023-11-05_20h14.27.259
137.38888033300464,None,1.0,A,2.0,,103,brown,2023-11-05_20h14.27.259
139.4755979170004,None,1.0,C,2.0,,103,brown,2023-11-05_20h14.27.259
141.56349095800397,None,1.0,B,2.0,,103,brown,2023-11-05_20h14.27.259
143.6466779580005,None,1.0,E,2.0,,103,brown,2023-11-05_20h14.27.259
145.75289516700286,None,1.0,U,2.0,,103,brown,2023-11-05_20h14.27.259
147.81860562500515,None,1.0,P,2.0,,103,brown,2023-11-05_20h14.27.259
149.90122383300331,None,1.0,W,2.0,,103,brown,2023-11-05_20h14.27.259
151.9983748750019,None,1.0,Z,2.0,,103,brown,2023-11-05_20h14.27.259
154.6334214170056,None,1.0,W,2.0,,103,brown,2023-11-05_20h14.27.259
156.7141964170005,None,1.0,Q,2.0,,103,brown,2023-11-05_20h14.27.259
158.79769412500173,None,1.0,A,2.0,,103,brown,2023-11-05_20h14.27.259
160.8890192079998,None,1.0,E,2.0,,103,brown,2023-11-05_20h14.27.259
162.97228070800338,None,1.0,I,2.0,,103,brown,2023-11-05_20h14.27.259
165.05598137500056,None,1.0,U,2.0,,103,brown,2023-11-05_20h14.27.259
167.14841254200292,None,1.0,G,2.0,,103,brown,2023-11-05_20h14.27.259
169.23896391699964,None,1.0,J,2.0,,103,brown,2023-11-05_20h14.27.259
171.3228567920014,None,1.0,R,2.0,,103,brown,2023-11-05_20h14.27.259
173.4151959170049,None,1.0,U,2.0,,103,brown,2023-11-05_20h14.27.259
175.49725233299978,None,1.0,N,2.0,,103,brown,2023-11-05_20h14.27.259
177.58896779200586,None,1.0,I,2.0,,103,brown,2023-11-05_20h14.27.259
180.2405022919993,None,1.0,V,2.0,,103,brown,2023-11-05_20h14.27.259
182.3056712079997,None,1.0,L,2.0,,103,brown,2023-11-05_20h14.27.259
184.39846562500315,None,1.0,J,2.0,,103,brown,2023-11-05_20h14.27.259
186.4814711670042,None,1.0,D,2.0,,103,brown,2023-11-05_20h14.27.259
188.5723402500007,None,1.0,K,2.0,,103,brown,2023-11-05_20h14.27.259
190.6651308330038,None,1.0,O,2.0,,103,brown,2023-11-05_20h14.27.259
192.74696116700215,None,1.0,F,2.0,,103,brown,2023-11-05_20h14.27.259
194.8312060419994,None,1.0,C,2.0,,103,brown,2023-11-05_20h14.27.259
196.92238641700533,None,1.0,H,2.0,,103,brown,2023-11-05_20h14.27.259
199.00570325000444,None,1.0,F,2.0,,103,brown,2023-11-05_20h14.27.259
201.0985273750048,None,1.0,K,2.0,,103,brown,2023-11-05_20h14.27.259
203.1817880830058,None,1.0,E,2.0,,103,brown,2023-11-05_20h14.27.259
1.0926654580034665,None,1.0,W,1.0,,100,silence,2023-11-04_19h14.04.816
3.173947750001389,None,1.0,F,1.0,,100,silence,2023-11-04_19h14.04.816
5.267735790999723,None,1.0,P,1.0,,100,silence,2023-11-04_19h14.04.816
7.357483791005507,None,1.0,N,1.0,,100,silence,2023-11-04_19h14.04.816
9.452107208002417,None,1.0,W,1.0,,100,silence,2023-11-04_19h14.04.816
11.560825208005554,None,1.0,H,1.0,,100,silence,2023-11-04_19h14.04.816
13.629952333001713,None,1.0,G,1.0,,100,silence,2023-11-04_19h14.04.816
15.712738000001991,None,0.0,G,1.0,,100,silence,2023-11-04_19h14.04.816
17.81922383300116,None,1.0,T,1.0,,100,silence,2023-11-04_19h14.04.816
19.8934120000049,None,1.0,N,1.0,,100,silence,2023-11-04_19h14.04.816
21.97459700000036,['space'],1.0,N,1.0,[0.6266831250031828],100,silence,2023-11-04_19h14.04.816
24.069080666005902,['space'],1.0,N,1.0,[0.5531831249973038],100,silence,2023-11-04_19h14.04.816
26.75517479100381,None,1.0,N,2.0,,100,silence,2023-11-04_19h14.04.816
28.842898708004213,None,1.0,F,2.0,,100,silence,2023-11-04_19h14.04.816
30.928901166000287,None,1.0,A,2.0,,100,silence,2023-11-04_19h14.04.816
33.01324820800073,None,1.0,G,2.0,,100,silence,2023-11-04_19h14.04.816
35.11505695800588,None,1.0,C,2.0,,100,silence,2023-11-04_19h14.04.816
37.18079008300265,None,1.0,H,2.0,,100,silence,2023-11-04_19h14.04.816
39.26703554100095,None,1.0,O,2.0,,100,silence,2023-11-04_19h14.04.816
41.35437945800368,None,1.0,Q,2.0,,100,silence,2023-11-04_19h14.04.816
43.44006437500502,None,1.0,V,2.0,,100,silence,2023-11-04_19h14.04.816
45.534627458000614,None,1.0,Z,2.0,,100,silence,2023-11-04_19h14.04.816
47.62350579100166,None,1.0,X,2.0,,100,silence,2023-11-04_19h14.04.816
49.73189575000288,None,1.0,L,2.0,,100,silence,2023-11-04_19h14.04.816
53.44872862500051,None,1.0,I,2.0,,100,silence,2023-11-04_19h14.04.816
55.530607749999035,None,1.0,L,2.0,,100,silence,2023-11-04_19h14.04.816
57.61487075000332,None,1.0,Y,2.0,,100,silence,2023-11-04_19h14.04.816
59.70833629100525,None,1.0,M,2.0,,100,silence,2023-11-04_19h14.04.816
61.7984557910022,None,1.0,A,2.0,,100,silence,2023-11-04_19h14.04.816
63.87602945799881,None,1.0,S,2.0,,100,silence,2023-11-04_19h14.04.816
65.95911783300107,['space'],1.0,A,2.0,[0.8980593329979456],100,silence,2023-11-04_19h14.04.816
68.04591620800056,None,1.0,K,2.0,,100,silence,2023-11-04_19h14.04.816
70.13898766600323,None,1.0,Z,2.0,,100,silence,2023-11-04_19h14.04.816
72.22344425000483,None,1.0,U,2.0,,100,silence,2023-11-04_19h14.04.816
74.30713787500281,None,1.0,E,2.0,,100,silence,2023-11-04_19h14.04.816
76.38907225000003,None,1.0,H,2.0,,100,silence,2023-11-04_19h14.04.816
79.62547774999985,None,1.0,P,1.0,,100,silence,2023-11-04_19h14.04.816
81.70545762500115,None,1.0,E,1.0,,100,silence,2023-11-04_19h14.04.816
83.78865545800363,None,1.0,A,1.0,,100,silence,2023-11-04_19h14.04.816
85.8836299579998,None,1.0,B,1.0,,100,silence,2023-11-04_19h14.04.816
87.968236875,None,1.0,Q,1.0,,100,silence,2023-11-04_19h14.04.816
90.0510981250045,None,1.0,B,1.0,,100,silence,2023-11-04_19h14.04.816
