index,participant,session,is_correct
1,200,pink,0.8958333333333334
4,201,pink,0.9583333333333334
7,202,pink,0.9583333333333334
10,203,pink,1.0
13,204,pink,1.0
16,301,pink,0.96875
19,302,pink,0.96875
22,303,pink,0.96875
25,304,pink,0.9895833333333334
28,305,pink,0.9583333333333334
31,306,pink,0.9895833333333334
34,307,pink,0.9895833333333334
37,364109,pink,0.9583333333333334
