response,is_correct,nback_type,rt,participant,session,date
,,,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.536951957968995],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.6005635000183247],204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.5701145000057295],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.186130582995247],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.7906257499707863],204,pink,2023-11-19_19h51.07.818
,,,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.6328820419730619],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.5720392090152018],204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.2364815829787403],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.8651707920362242],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,,,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.8050248750369065],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.1978754170122556],204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.7001560419448651],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.2191111669526435],204,pink,2023-11-19_19h51.07.818
,,,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.5598104999517091],204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[0.6018330000224523],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.0441986250225455],204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.043655999994371],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
['space'],1.0,2.0,[1.1052790000103414],204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,1.0,2.0,,204,pink,2023-11-19_19h51.07.818
,,,,204,pink,2023-11-19_19h51.07.818
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6427827500156127],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5954546669963747],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5627856669598259],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6444659999688156],204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.7536484579904936],204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5764434160082601],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.5942492089816369],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[1.2135530409868807],204,silence,2023-11-19_19h41.36.186
,0.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.7615960410330445],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.8569911250378937],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.5507077079964802],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.8561479590134695],204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.9183207920286804],204,silence,2023-11-19_19h41.36.186
,0.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.5049482499598525],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.5937885420280509],204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.676348292035982],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.5802080000285059],204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[1.3735256250365637],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,0.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.6349164169514552],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6199713749811053],204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.8787570000276901],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6795142909977585],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6127703750389628],204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.7921851249993779],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.6759575830074027],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.7588842500117607],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.525782541022636],204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5948922919924371],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5365159999928437],204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,1.0,[0.5278650420368649],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.6627403329475783],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[1.2430275419610552],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.7176767910132185],204,silence,2023-11-19_19h41.36.186
,1.0,2.0,,204,silence,2023-11-19_19h41.36.186
['space'],1.0,2.0,[0.537668458011467],204,silence,2023-11-19_19h41.36.186
,,,,204,silence,2023-11-19_19h41.36.186
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,1.0,[0.6932739000039874],9318,brown,2023-11-08_10h14.24.121
['space'],1.0,1.0,[0.6178402000005008],9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,1.0,[0.6673398000057205],9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,1.0,[0.5456100000010338],9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
['space'],0.0,2.0,[0.072538499996881],9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
['space'],0.0,2.0,[0.8216966999971191],9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,2.0,[0.562507499998901],9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,2.0,[0.7844789000009769],9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,2.0,,9318,brown,2023-11-08_10h14.24.121
['space'],1.0,2.0,[0.9662915999942925],9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
['space'],0.0,1.0,[1.3058033999986947],9318,brown,2023-11-08_10h14.24.121
['space'],1.0,1.0,[0.8998254999969504],9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,brown,2023-11-08_10h14.24.121
,,,,9318,brown,2023-11-08_10h14.24.121
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.7830946000030963],9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.5480535000024247],9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.9022398999950383],9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.5597357000006014],9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.47947959999874],9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.5620761000027414],9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.76291990000027],9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,1.0,[0.5362014999991516],9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,2.0,[1.2975494999991497],9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
['space'],1.0,2.0,[1.154473999995389],9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,2.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,pink,2023-11-08_10h09.47.943
,,,,9318,pink,2023-11-08_10h09.47.943
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
['space'],1.0,1.0,[0.5657921999954851],9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
['space'],1.0,1.0,[0.7465391000005184],9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
['space'],1.0,1.0,[0.4706527999951504],9318,silence,2023-11-08_10h04.54.548
,0.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,,,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,0.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,,,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,,,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
['space'],0.0,2.0,[0.1515166000026511],9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,,,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
['space'],1.0,1.0,[0.7458546000052593],9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,1.0,,9318,silence,2023-11-08_10h04.54.548
,,,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
,1.0,2.0,,9318,silence,2023-11-08_10h04.54.548
